GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
57556,1.80E-01,1.65E-01,0.235,1.3887,0.326477,104.89,SEMA6A,semaphorin 6A
389337,1.80E-01,1.65E-01,0.266,-1.38804,-0.368692,67.85,ARHGEF37,Rho guanine nucleotide exchange factor 37
163154,1.80E-01,1.65E-01,0.495,-1.38799,-0.68746,13.04,PRR22,proline rich 22
54903,1.80E-01,1.65E-01,0.289,1.38743,0.401411,56.45,MKS1,MKS transition zone complex subunit 1
28449,1.80E-01,1.65E-01,0.683,-1.38734,-0.947947,6.78,IGHV3-13,immunoglobulin heavy variable 3-13
6296,1.80E-01,1.66E-01,0.297,1.38646,0.411121,61.5,ACSM3,acyl-CoA synthetase medium chain family member 3
6697,1.81E-01,1.66E-01,0.441,-1.38543,-0.610765,18.18,SPR,sepiapterin reductase
10580,1.81E-01,1.66E-01,0.219,-1.38503,-0.303275,124.11,SORBS1,sorbin and SH3 domain containing 1
376497,1.81E-01,1.66E-01,0.306,1.3848,0.423978,91.96,SLC27A1,solute carrier family 27 member 1
2170,1.81E-01,1.66E-01,0.31,-1.38397,-0.429442,40.68,FABP3,fatty acid binding protein 3
9623,1.81E-01,1.67E-01,0.517,-1.38343,-0.715119,16.08,TCL1B,TCL1 family AKT coactivator B
653160,1.82E-01,1.67E-01,0.332,1.38277,0.458478,34.49,GPR199P,"G protein-coupled receptor 199, pseudogene"
100132923,1.82E-01,1.67E-01,0.654,-1.38269,-0.904126,12.09,FAM66D,family with sequence similarity 66 member D
116028,1.82E-01,1.67E-01,0.419,1.3823,0.578581,19.51,RMI2,RecQ mediated genome instability 2
2694,1.82E-01,1.67E-01,0.428,-1.38223,-0.591937,18.16,CBLIF,cobalamin binding intrinsic factor
105372877,1.82E-01,1.67E-01,0.334,-1.3822,-0.462113,33.62,LOC105372877,
728498,1.82E-01,1.67E-01,0.291,1.38198,0.401578,72.38,GOLGA8H,golgin A8 family member H
7448,1.82E-01,1.67E-01,0.336,1.38151,0.464273,31.63,VTN,vitronectin
199731,1.82E-01,1.67E-01,0.29,-1.38116,-0.400431,48.94,CADM4,cell adhesion molecule 4
101928005,1.82E-01,1.67E-01,0.398,1.38098,0.549552,19.73,PKD2L2-DT,PKD2L2 divergent transcript
649,1.82E-01,1.67E-01,0.257,-1.38077,-0.354922,65.82,BMP1,bone morphogenetic protein 1
105373689,1.83E-01,1.68E-01,0.513,-1.37983,-0.708532,11.51,LOC105373689,uncharacterized LOC105373689
107985985,1.83E-01,1.68E-01,0.566,-1.37978,-0.780647,9.93,SMARCAL1-AS1,SMARCAL1 antisense RNA 1
7069,1.83E-01,1.68E-01,0.602,-1.37902,-0.829973,8.91,THRSP,thyroid hormone responsive
5600,1.83E-01,1.68E-01,0.302,-1.37864,-0.416717,41.34,MAPK11,mitogen-activated protein kinase 11
105372688,1.83E-01,1.68E-01,0.516,-1.37781,-0.710325,11.76,LOC105372688,uncharacterized LOC105372688
105369322,1.83E-01,1.68E-01,0.513,-1.37769,-0.706931,12.53,LOC105369322,uncharacterized LOC105369322
105369557,1.83E-01,1.68E-01,0.329,1.37716,0.453391,35.89,TIRAP-AS1,TIRAP antisense RNA 1
283417,1.84E-01,1.69E-01,0.284,-1.37645,-0.391549,91.84,DPY19L2,dpy-19 like 2
2979,1.84E-01,1.69E-01,0.367,-1.37588,-0.505307,34.35,GUCA1B,guanylate cyclase activator 1B
107984832,1.84E-01,1.69E-01,0.291,1.37582,0.400278,62.35,LOC107984832,
5276,1.84E-01,1.69E-01,0.654,-1.37524,-0.898836,7.48,SERPINI2,serpin family I member 2
728619,1.84E-01,1.69E-01,0.553,1.37478,0.760737,13.58,ASB9P1,ankyrin repeat and SOCS box containing 9 pseudogene 1
402635,1.84E-01,1.69E-01,0.392,-1.37467,-0.538232,21.21,GRIFIN,galectin-related inter-fiber protein
284521,1.84E-01,1.69E-01,0.482,-1.37448,-0.662381,14.03,OR2L13,olfactory receptor family 2 subfamily L member 13
101927391,1.85E-01,1.70E-01,0.429,-1.37369,-0.589039,18.53,MIOS-DT,MIOS divergent transcript
105369563,1.85E-01,1.70E-01,0.349,-1.37271,-0.479298,28.82,LINC02725,long intergenic non-protein coding RNA 2725
105369611,1.85E-01,1.70E-01,0.577,-1.37246,-0.79124,9.45,LOC105369611,uncharacterized LOC105369611
105376071,1.85E-01,1.70E-01,0.564,-1.37205,-0.774092,9.31,LOC105376071,uncharacterized LOC105376071
100996307,1.86E-01,1.71E-01,0.38,-1.37013,-0.520836,25.43,LIPE-AS1,LIPE antisense RNA 1
2797,1.86E-01,1.71E-01,0.334,-1.3701,-0.457172,41.98,GNRH2,gonadotropin releasing hormone 2
153770,1.86E-01,1.71E-01,0.395,-1.36938,-0.540908,21.31,PLAC8L1,PLAC8 like 1
107985246,1.86E-01,1.71E-01,0.272,1.36862,0.372359,73.19,CSRP1-AS1,CSRP1 antisense RNA 1
146540,1.86E-01,1.71E-01,0.25,-1.36806,-0.34253,103.27,ZNF785,zinc finger protein 785
203054,1.87E-01,1.71E-01,0.265,1.36752,0.362027,66.98,ADCK5,aarF domain containing kinase 5
55511,1.87E-01,1.72E-01,0.498,-1.36694,-0.680581,19.6,SAGE1,sarcoma antigen 1
105379412,1.87E-01,1.72E-01,0.567,-1.36677,-0.774958,9.43,LOC105379412,uncharacterized LOC105379412
100132249,1.87E-01,1.72E-01,0.297,1.3663,0.405216,67.34,LOC100132249,uncharacterized LOC100132249
51676,1.87E-01,1.72E-01,0.314,1.36617,0.428432,57.6,ASB2,ankyrin repeat and SOCS box containing 2
107986651,1.87E-01,1.72E-01,0.492,-1.36567,-0.671374,12.71,LOC107986651,uncharacterized LOC107986651
727677,1.87E-01,1.72E-01,0.435,-1.36553,-0.594056,21.54,CASC8,cancer susceptibility 8
105371289,1.87E-01,1.72E-01,0.458,-1.36497,-0.625031,15.06,LOC105371289,
102724382,1.87E-01,1.72E-01,0.425,-1.36489,-0.579968,17.61,LOC102724382,uncharacterized LOC102724382
100996539,1.87E-01,1.72E-01,0.576,-1.36471,-0.785709,9.23,ITPR1-DT,ITPR1 divergent transcript
105371891,1.88E-01,1.73E-01,0.656,-1.36187,-0.893395,7.24,LOC105371891,uncharacterized LOC105371891
105373042,1.89E-01,1.74E-01,0.584,-1.36079,-0.794334,9.74,LOC105373042,uncharacterized LOC105373042
105371790,1.89E-01,1.74E-01,0.467,-1.3606,-0.634947,14.72,LOC105371790,uncharacterized LOC105371790
56171,1.89E-01,1.74E-01,0.292,-1.36017,-0.39716,81.24,DNAH7,dynein axonemal heavy chain 7
105374808,1.89E-01,1.74E-01,0.259,-1.35984,-0.35256,75.87,LOC105374808,replaced by ID 10505
259173,1.89E-01,1.74E-01,0.229,-1.35976,-0.31177,168.14,ALS2CL,ALS2 C-terminal like
101926977,1.90E-01,1.74E-01,0.44,-1.35845,-0.598274,18.93,VIRMA-DT,VIRMA divergent transcript
107985783,1.90E-01,1.74E-01,0.269,1.3582,0.364812,75.34,LOC107985783,
29941,1.90E-01,1.74E-01,0.255,-1.35812,-0.345693,79.26,PKN3,protein kinase N3
105378355,1.90E-01,1.74E-01,0.584,-1.35799,-0.793526,12.46,LOC105378355,uncharacterized LOC105378355
283385,1.90E-01,1.75E-01,0.246,1.35774,0.334089,85.21,MORN3,MORN repeat containing 3
57060,1.90E-01,1.75E-01,0.276,1.35648,0.374344,69.39,PCBP4,poly(rC) binding protein 4
84937,1.90E-01,1.75E-01,0.249,1.35579,0.33802,83.22,ZNRF1,zinc and ring finger 1
79690,1.90E-01,1.75E-01,0.294,-1.3557,-0.398236,48.66,GAL3ST4,galactose-3-O-sulfotransferase 4
107985210,1.90E-01,1.75E-01,0.722,-1.35566,-0.979024,6.31,ARHGEF2-AS1,ARHGEF2 antisense RNA 1
2848,1.90E-01,1.75E-01,0.508,-1.35557,-0.688514,17.02,GPR25,G protein-coupled receptor 25
105379343,1.91E-01,1.75E-01,0.448,1.3555,0.607392,14.8,LOC105379343,uncharacterized LOC105379343
101928053,1.91E-01,1.75E-01,0.466,-1.35514,-0.632111,13.84,LOC101928053,uncharacterized LOC101928053
105371529,1.91E-01,1.75E-01,0.293,-1.35501,-0.397166,54.75,LOC105371529,uncharacterized LOC105371529
105375751,1.91E-01,1.76E-01,0.268,1.35446,0.363064,65.14,LOC105375751,uncharacterized LOC105375751
105370542,1.91E-01,1.76E-01,0.297,-1.3536,-0.401546,52.69,LOC105370542,uncharacterized LOC105370542
105371067,1.91E-01,1.76E-01,0.628,-1.35329,-0.84942,8.74,LOC105371067,uncharacterized LOC105371067
642946,1.91E-01,1.76E-01,0.492,1.35255,0.665606,14.82,FLVCR1-DT,FLVCR1 divergent transcript
101929578,1.92E-01,1.76E-01,0.384,-1.35193,-0.519714,24.37,LOC101929578,transcription factor CP2-like
765,1.92E-01,1.76E-01,0.358,1.35163,0.483423,31.63,CA6,carbonic anhydrase 6
3833,1.92E-01,1.77E-01,0.307,-1.35152,-0.415178,43.96,KIFC1,kinesin family member C1
25895,1.92E-01,1.77E-01,0.33,-1.35142,-0.446355,33.11,EEF1AKMT3,EEF1A lysine methyltransferase 3
101929730,1.92E-01,1.77E-01,0.648,-1.35098,-0.875707,8.05,LINC01352,long intergenic non-protein coding RNA 1352
112268021,1.92E-01,1.77E-01,0.28,1.35081,0.378476,55.74,LOC112268021,
101927947,1.92E-01,1.77E-01,0.342,-1.35042,-0.461541,31.47,LOC101927947,uncharacterized LOC101927947
105372592,1.92E-01,1.77E-01,0.455,1.34961,0.613862,15.27,LOC105372592,uncharacterized LOC105372592
128553,1.93E-01,1.77E-01,0.356,1.34869,0.48003,146.58,TSHZ2,teashirt zinc finger homeobox 2
84883,1.93E-01,1.78E-01,0.276,1.34802,0.371884,54.13,AIFM2,apoptosis inducing factor mitochondria associated 2
389247,1.93E-01,1.78E-01,0.515,1.34773,0.694648,12.11,ING2-DT,ING2 divergent transcript
84224,1.93E-01,1.78E-01,0.346,1.34736,0.466554,93.23,NBPF3,NBPF member 3
105373211,1.93E-01,1.78E-01,0.328,1.34684,0.442249,36.76,LOC105373211,
280657,1.94E-01,1.78E-01,1.262,-1.34578,-1.698815,12.76,SSX6P,"SSX family member 6, pseudogene"
105374197,1.94E-01,1.79E-01,0.585,-1.34515,-0.7868,9.55,LOC105374197,uncharacterized LOC105374197
100506747,1.94E-01,1.79E-01,0.427,-1.34456,-0.573962,17.7,MGAT4FP,"MGAT4 family member F, pseudogene"
7008,1.94E-01,1.79E-01,0.285,1.34435,0.382473,59.78,TEF,"TEF transcription factor, PAR bZIP family member"
89944,1.95E-01,1.79E-01,0.283,-1.34306,-0.380523,86.01,GLB1L2,galactosidase beta 1 like 2
165082,1.95E-01,1.79E-01,0.231,1.34235,0.310413,108.84,ADGRF3,adhesion G protein-coupled receptor F3
283377,1.96E-01,1.80E-01,0.218,1.34047,0.292092,139.59,SPRYD4,SPRY domain containing 4
100129029,1.96E-01,1.80E-01,0.307,-1.34027,-0.411617,38.9,PKP4-AS1,PKP4 antisense RNA 1
64130,1.96E-01,1.81E-01,0.396,-1.3392,-0.530748,22.52,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component"
6812,1.96E-01,1.81E-01,0.285,-1.33896,-0.382066,51.5,STXBP1,syntaxin binding protein 1
6770,1.96E-01,1.81E-01,0.327,-1.33874,-0.437266,35.79,STAR,steroidogenic acute regulatory protein
110806273,1.96E-01,1.81E-01,0.385,1.33843,0.515263,49.8,SLC5A4-AS1,SLC5A4 antisense RNA 1
339929,1.96E-01,1.81E-01,0.385,1.33824,0.515453,22.9,LPP-AS2,LPP antisense RNA 2
386653,1.96E-01,1.81E-01,0.598,-1.33794,-0.800514,8.31,IL31,interleukin 31
105369413,1.96E-01,1.81E-01,0.617,-1.33787,-0.825804,7.72,LINC02734,long intergenic non-protein coding RNA 2734
105379623,1.97E-01,1.81E-01,0.498,1.33743,0.666059,12.52,LOC105379623,uncharacterized LOC105379623
105376146,1.97E-01,1.81E-01,0.414,1.33699,0.554023,17.79,LOC105376146,synapsin-1
11022,1.97E-01,1.81E-01,0.251,1.33629,0.334749,68.6,TDRKH,tudor and KH domain containing
101929557,1.97E-01,1.82E-01,0.544,-1.33606,-0.726893,10.48,LINC01395,long intergenic non-protein coding RNA 1395
664701,1.97E-01,1.82E-01,0.611,1.33563,0.816418,8.5,ZNF826P,"zinc finger protein 826, pseudogene"
107984709,1.98E-01,1.82E-01,0.51,-1.33467,-0.680527,12.24,LOC107984709,uncharacterized LOC107984709
112268202,1.98E-01,1.82E-01,0.354,-1.33426,-0.472881,26.83,LOC112268202,
101929161,1.98E-01,1.82E-01,0.658,-1.3342,-0.877763,6.79,LOC101929161,uncharacterized LOC101929161
101929767,1.98E-01,1.82E-01,0.456,1.33346,0.607962,15.91,LOC101929767,uncharacterized LOC101929767
25960,1.98E-01,1.83E-01,0.238,-1.33251,-0.317158,101.14,ADGRA2,adhesion G protein-coupled receptor A2
105373853,1.98E-01,1.83E-01,0.461,1.3323,0.614582,16.08,MYOSLID,"myocardin-induced smooth muscle lncRNA, inducer of differentiation"
1014,1.98E-01,1.83E-01,0.311,-1.33212,-0.414008,45.45,CDH16,cadherin 16
105378683,1.98E-01,1.83E-01,0.523,1.33198,0.696435,11.01,TMEM269-DT,TMEM269 divergent transcript
101927345,1.99E-01,1.83E-01,0.464,-1.33161,-0.617928,25.58,LOC101927345,putative ankyrin repeat domain-containing protein 20A12
84689,1.99E-01,1.83E-01,0.358,1.33116,0.47702,40.32,MS4A14,membrane spanning 4-domains A14
10297,1.99E-01,1.83E-01,0.239,-1.33113,-0.317655,157.39,APC2,APC regulator of WNT signaling pathway 2
283554,1.99E-01,1.83E-01,0.308,-1.33026,-0.409648,37.72,GPR137C,G protein-coupled receptor 137C
57413,1.99E-01,1.84E-01,0.416,-1.32898,-0.553162,18.1,TMIGD3,transmembrane and immunoglobulin domain containing 3
7471,2.00E-01,1.84E-01,0.333,-1.32849,-0.442856,32,WNT1,Wnt family member 1
147808,2.00E-01,1.84E-01,0.328,1.32835,0.435917,38.98,ZNF784,zinc finger protein 784
105374807,2.00E-01,1.84E-01,0.551,1.32812,0.732037,9.52,LOC105374807,uncharacterized LOC105374807
105373552,2.00E-01,1.84E-01,0.376,1.32808,0.498848,23.97,LOC105373552,uncharacterized LOC105373552
401431,2.00E-01,1.84E-01,0.357,1.32758,0.474025,34.36,ATP6V0E2-AS1,ATP6V0E2 antisense RNA 1
65078,2.00E-01,1.84E-01,0.409,-1.32758,-0.542593,21.14,RTN4R,reticulon 4 receptor
342945,2.00E-01,1.84E-01,0.278,-1.32754,-0.368436,73.87,ZSCAN22,zinc finger and SCAN domain containing 22
105371268,2.00E-01,1.84E-01,0.509,1.32719,0.676169,11.23,LOC105371268,uncharacterized LOC105371268
107985693,2.00E-01,1.85E-01,0.521,-1.3263,-0.690817,13.06,LOC107985693,
9499,2.01E-01,1.85E-01,0.34,1.32593,0.450598,28.01,MYOT,myotilin
3077,2.01E-01,1.85E-01,0.289,1.32457,0.382468,60.71,HFE,homeostatic iron regulator
163059,2.01E-01,1.85E-01,0.331,1.32457,0.438071,39.38,ZNF433,zinc finger protein 433
643862,2.01E-01,1.85E-01,0.263,-1.32435,-0.348514,61.37,SPDYE10,speedy/RINGO cell cycle regulator family member E10
107984035,2.01E-01,1.85E-01,0.387,1.32439,0.513019,31.96,LOC107984035,uncharacterized LOC107984035
105376093,2.01E-01,1.85E-01,0.334,1.32436,0.442185,29.85,LOC105376093,uncharacterized LOC105376093
55715,2.01E-01,1.85E-01,0.315,1.32433,0.417046,61.43,DOK4,docking protein 4
150197,2.01E-01,1.86E-01,0.457,-1.32354,-0.605044,15.14,LINC00896,long intergenic non-protein coding RNA 896
7549,2.01E-01,1.86E-01,0.311,-1.32309,-0.411183,37.8,ZNF2,zinc finger protein 2
140831,2.02E-01,1.86E-01,0.326,1.32262,0.430602,35.52,ZSWIM3,zinc finger SWIM-type containing 3
25945,2.02E-01,1.86E-01,0.292,-1.32243,-0.386083,74.14,NECTIN3,nectin cell adhesion molecule 3
51513,2.02E-01,1.86E-01,0.795,1.32236,1.051677,62.7,ETV7,ETS variant transcription factor 7
100506068,2.02E-01,1.87E-01,0.412,-1.32051,-0.543553,25.98,DACT3-AS1,DACT3 antisense RNA 1
8587,2.02E-01,1.87E-01,0.545,1.32036,0.720013,15.26,OR7E2P,olfactory receptor family 7 subfamily E member 2 pseudogene
105447645,2.03E-01,1.87E-01,0.629,-1.31991,-0.830876,7.76,LOC105447645,uncharacterized LOC105447645
101927021,2.03E-01,1.87E-01,0.316,-1.31981,-0.417117,47.69,ZFAND2A-DT,ZFAND2A divergent transcript
644090,2.03E-01,1.87E-01,0.302,1.31947,0.39832,41.93,PRKAG2-AS2,PRKAG2 antisense RNA 2
5502,2.03E-01,1.87E-01,0.385,-1.31946,-0.507748,24.16,PPP1R1A,protein phosphatase 1 regulatory inhibitor subunit 1A
9468,2.03E-01,1.87E-01,0.322,1.31947,0.424929,61.41,PCYT1B,"phosphate cytidylyltransferase 1B, choline"
100750225,2.03E-01,1.87E-01,0.374,1.31928,0.493339,23.75,PCAT1,prostate cancer associated transcript 1
105376624,2.03E-01,1.87E-01,0.445,-1.31913,-0.586748,16.25,LOC105376624,uncharacterized LOC105376624
3800,2.03E-01,1.87E-01,0.33,1.31892,0.434955,118.52,KIF5C,kinesin family member 5C
29948,2.03E-01,1.87E-01,0.365,1.31835,0.48097,33.22,OSGIN1,oxidative stress induced growth inhibitor 1
374470,2.03E-01,1.88E-01,0.244,1.31751,0.320901,95.09,C12orf42,chromosome 12 open reading frame 42
29998,2.03E-01,1.88E-01,0.231,1.31732,0.304321,161.36,BICRA,BRD4 interacting chromatin remodeling complex associated protein
105370820,2.04E-01,1.88E-01,0.569,-1.31694,-0.749967,9.32,LOC105370820,uncharacterized LOC105370820
105369325,2.04E-01,1.88E-01,0.331,-1.31688,-0.43534,39.74,LOC105369325,uncharacterized LOC105369325
392459,2.04E-01,1.88E-01,0.573,-1.31658,-0.754051,14.75,CXXC1P1,CXXC finger protein 1 pseudogene 1
105369202,2.04E-01,1.88E-01,0.527,-1.31647,-0.693489,12.93,LOC105369202,replaced by ID 102724279
79778,2.04E-01,1.88E-01,0.303,-1.31637,-0.3992,94.45,MICALL2,MICAL like 2
26149,2.04E-01,1.88E-01,0.333,1.31621,0.438765,60.6,ZNF658,zinc finger protein 658
112399,2.04E-01,1.88E-01,0.382,1.31557,0.502446,23.81,EGLN3,egl-9 family hypoxia inducible factor 3
112268089,2.04E-01,1.89E-01,0.277,1.31468,0.364445,52.38,GAPDH-DT,GAPDH divergent transcript
105376748,2.04E-01,1.89E-01,0.332,-1.31432,-0.435976,36.35,NEMP2-DT,NEMP2 divergent transcript
54659,2.04E-01,1.89E-01,0.593,-1.3143,-0.779924,8.81,UGT1A3,UDP glucuronosyltransferase family 1 member A3
100113386,2.04E-01,1.89E-01,0.267,1.31427,0.350821,67.2,UCKL1-AS1,UCKL1 antisense RNA 1
100129697,2.05E-01,1.89E-01,0.498,-1.31386,-0.653719,16.07,LOC100129697,uncharacterized LOC100129697
151258,2.05E-01,1.89E-01,0.353,-1.31299,-0.463579,41.79,SLC38A11,solute carrier family 38 member 11
144193,2.05E-01,1.89E-01,0.412,-1.31287,-0.54127,19.88,AMDHD1,amidohydrolase domain containing 1
27439,2.05E-01,1.89E-01,0.276,1.31285,0.362244,73.65,TMEM121B,transmembrane protein 121B
144165,2.05E-01,1.89E-01,0.29,-1.31268,-0.380595,71.17,PRICKLE1,prickle planar cell polarity protein 1
105378781,2.05E-01,1.89E-01,0.584,-1.31262,-0.766325,9.17,LOC105378781,uncharacterized LOC105378781
9837,2.05E-01,1.90E-01,0.26,-1.31204,-0.340788,61.28,GINS1,GINS complex subunit 1
27287,2.06E-01,1.90E-01,0.32,1.30965,0.419332,36.69,VENTX,VENT homeobox
105369192,2.06E-01,1.90E-01,0.423,-1.30936,-0.553857,18.26,PPM1K-DT,PPM1K divergent transcript
400581,2.06E-01,1.90E-01,0.217,1.30928,0.284626,127.33,GRAPL,GRB2 related adaptor protein like
170589,2.06E-01,1.91E-01,0.378,-1.30902,-0.494865,26.13,GPHA2,glycoprotein hormone subunit alpha 2
145200,2.06E-01,1.91E-01,0.434,1.30892,0.568476,17.92,LINC00239,long intergenic non-protein coding RNA 239
105369691,2.06E-01,1.91E-01,0.537,-1.30881,-0.702232,10.33,ETNK1-DT,ETNK1 divergent transcript
84261,2.07E-01,1.91E-01,0.346,-1.30851,-0.452261,27.56,FBXW9,F-box and WD repeat domain containing 9
107986160,2.07E-01,1.91E-01,0.281,-1.30806,-0.36779,66.6,LOC107986160,uncharacterized LOC107986160
50855,2.07E-01,1.91E-01,0.397,1.30758,0.518802,20.89,PARD6A,par-6 family cell polarity regulator alpha
340544,2.07E-01,1.91E-01,0.458,1.30683,0.599179,16.66,MORF4L2-AS1,MORF4L2 antisense RNA 1
105374986,2.07E-01,1.91E-01,0.315,-1.30633,-0.412052,42.09,LOC105374986,uncharacterized LOC105374986
81789,2.07E-01,1.92E-01,0.396,-1.30599,-0.517365,33.13,TIGD6,tigger transposable element derived 6
100874043,2.08E-01,1.92E-01,0.557,-1.30541,-0.726651,10.21,TPRG1-AS1,TPRG1 antisense RNA 1
375061,2.08E-01,1.92E-01,0.419,1.30339,0.54594,17.42,FAM89A,family with sequence similarity 89 member A
65983,2.09E-01,1.93E-01,0.281,1.30266,0.366017,75.12,GRAMD2B,GRAM domain containing 2B
112267970,2.09E-01,1.93E-01,0.392,-1.3026,-0.511217,22.22,LOC112267970,uncharacterized LOC112267970
128486,2.09E-01,1.93E-01,0.258,1.30238,0.335708,74.55,FITM2,fat storage inducing transmembrane protein 2
107986299,2.09E-01,1.93E-01,0.468,1.30131,0.609614,12.94,LOC107986299,uncharacterized LOC107986299
54979,2.10E-01,1.94E-01,0.438,-1.29941,-0.568869,19.68,PLAAT2,phospholipase A and acyltransferase 2
391190,2.10E-01,1.94E-01,0.581,-1.29924,-0.755251,9.87,OR2L8,olfactory receptor family 2 subfamily L member 8
100996671,2.10E-01,1.94E-01,0.637,-1.29785,-0.826144,7.26,LOC100996671,uncharacterized LOC100996671
105376568,2.10E-01,1.94E-01,0.526,1.29759,0.681961,21.6,LOC105376568,uncharacterized LOC105376568
874,2.11E-01,1.95E-01,0.414,1.29735,0.537053,18.49,CBR3,carbonyl reductase 3
113451,2.11E-01,1.95E-01,0.224,-1.29674,-0.290973,103.29,AZIN2,antizyme inhibitor 2
127003,2.11E-01,1.95E-01,0.434,-1.29609,-0.562063,18.84,CFAP276,cilia and flagella associated protein 276
105370842,2.11E-01,1.95E-01,0.666,-1.29581,-0.86361,7.56,LOC105370842,
107986603,2.11E-01,1.95E-01,0.41,-1.29553,-0.531508,35.25,LOC107986603,
352962,2.11E-01,1.95E-01,1.49,1.2947,1.929607,30.39,HLA-V,"major histocompatibility complex, class I, V (pseudogene)"
6017,2.12E-01,1.96E-01,0.296,1.29447,0.382668,53.35,RLBP1,retinaldehyde binding protein 1
107985078,2.12E-01,1.96E-01,0.421,-1.29367,-0.544479,24.68,LOC107985078,uncharacterized LOC107985078
89887,2.12E-01,1.96E-01,0.247,1.29254,0.319742,119.1,ZNF628,zinc finger protein 628
101928791,2.12E-01,1.96E-01,0.535,1.29248,0.691101,10.71,LINC01147,long intergenic non-protein coding RNA 1147
105372705,2.12E-01,1.96E-01,0.411,1.29236,0.531654,18.54,LOC105372705,uncharacterized LOC105372705
105371664,2.13E-01,1.97E-01,0.584,-1.29088,-0.75373,9.66,LOC105371664,uncharacterized LOC105371664
390502,2.13E-01,1.97E-01,0.68,-1.29042,-0.877278,6.96,SERPINA2,serpin family A member 2 (gene/pseudogene)
107984628,2.13E-01,1.97E-01,0.505,-1.2899,-0.650932,12.17,LOC107984628,uncharacterized LOC107984628
84777,2.13E-01,1.97E-01,0.368,1.28964,0.474006,24.56,DLGAP1-AS2,DLGAP1 antisense RNA 2
138639,2.14E-01,1.98E-01,0.232,1.28848,0.298624,91.83,PTPDC1,protein tyrosine phosphatase domain containing 1
5132,2.14E-01,1.98E-01,0.513,-1.28803,-0.660692,15.35,PDC,phosducin
283298,2.14E-01,1.98E-01,0.368,-1.28762,-0.474436,30.58,OLFML1,olfactomedin like 1
390595,2.14E-01,1.98E-01,0.208,-1.28716,-0.267564,237.19,UBAP1L,ubiquitin associated protein 1 like
105379451,2.14E-01,1.98E-01,0.579,-1.28661,-0.744631,9.15,LOC105379451,uncharacterized LOC105379451
338651,2.15E-01,1.98E-01,0.445,-1.28611,-0.57235,18.59,KRTAP5-AS1,KRTAP5-1/KRTAP5-2 antisense RNA 1
81691,2.15E-01,1.98E-01,0.297,1.28598,0.382203,42.11,REXO5,RNA exonuclease 5
27304,2.15E-01,1.99E-01,0.265,1.28563,0.341062,62.32,MOCS3,molybdenum cofactor synthesis 3
105377921,2.15E-01,1.99E-01,0.415,-1.28492,-0.533874,30.88,LOC105377921,uncharacterized LOC105377921
89927,2.15E-01,1.99E-01,0.316,-1.28475,-0.405892,37.59,BMERB1,bMERB domain containing 1
51151,2.15E-01,1.99E-01,0.371,-1.28409,-0.475848,24.78,SLC45A2,solute carrier family 45 member 2
100874353,2.15E-01,1.99E-01,0.623,-1.28404,-0.799967,8.41,RPS6KA2-IT1,RPS6KA2 intronic transcript 1
102723690,2.15E-01,1.99E-01,0.477,-1.28359,-0.611702,14.4,LOC102723690,uncharacterized LOC102723690
105371942,2.16E-01,1.99E-01,0.295,1.28325,0.37915,41.26,LOC105371942,uncharacterized LOC105371942
107984201,2.16E-01,1.99E-01,0.476,-1.28312,-0.610253,18.13,LOC107984201,uncharacterized LOC107984201
105372785,2.16E-01,2.00E-01,0.433,-1.2825,-0.554964,16.65,LOC105372785,
101928343,2.16E-01,2.00E-01,0.393,1.28154,0.503494,44.69,LOC101928343,uncharacterized LOC101928343
105377815,2.17E-01,2.00E-01,0.618,-1.28069,-0.791354,8.13,LOC105377815,uncharacterized LOC105377815
728118,2.17E-01,2.00E-01,0.225,1.28034,0.287597,98.16,NUTM2A,NUT family member 2A
112268278,2.17E-01,2.01E-01,0.508,1.27965,0.65017,13.09,LOC112268278,
200772,2.17E-01,2.01E-01,0.404,1.27917,0.516523,31.76,UICLM,up-regulated in colorectal cancer liver metastasis
105379241,2.17E-01,2.01E-01,0.471,1.27901,0.6019,12.57,LOC105379241,uncharacterized LOC105379241
6855,2.18E-01,2.02E-01,0.432,-1.27597,-0.551754,28.86,SYP,synaptophysin
283600,2.18E-01,2.02E-01,0.383,-1.27567,-0.489009,22.78,SLC25A47,solute carrier family 25 member 47
101927763,2.19E-01,2.02E-01,0.525,-1.27521,-0.669399,11.19,OLFM5P,"olfactomedin family member 5, pseudogene"
107985784,2.19E-01,2.02E-01,0.516,-1.27516,-0.658498,13.08,LOC107985784,uncharacterized LOC107985784
105378519,2.19E-01,2.02E-01,0.348,1.2751,0.44312,28.34,LOC105378519,uncharacterized LOC105378519
107987225,2.19E-01,2.02E-01,0.426,1.2745,0.543404,22.14,LOC107987225,
5888,2.19E-01,2.03E-01,0.32,1.27405,0.407584,47.28,RAD51,RAD51 recombinase
105369831,2.19E-01,2.03E-01,0.689,-1.27376,-0.877117,6.15,LOC105369831,uncharacterized LOC105369831
83742,2.19E-01,2.03E-01,0.326,-1.2734,-0.414592,41,MARVELD1,MARVEL domain containing 1
107986664,2.20E-01,2.03E-01,0.599,-1.27247,-0.761606,9.61,LOC107986664,
728568,2.20E-01,2.03E-01,0.361,1.27204,0.459148,28.24,UQCC6,ubiquinol-cytochrome c reductase complex assembly factor 6
